id,label,asin,title,average_rating,rating_number,price,color,dimensions,weight,model_number,date_first_available,screen_size,display_resolution,form_factor,operating_system,display_technology,model_name,ram_gb,storage_gb
product_B0006I2E1O,motorola razr v3 silver phone (at&t),B0006I2E1O,motorola razr v3 silver phone (at&t),3.6,214,,silver,3.43 x 1.75 x 0.91 inches,3.2 ounces,razr v3,"october 10, 2010",,,,,,,,
product_B07RC8WCM4,"htc exodus 1 128gb (gsm only, no cdma) - the native web 3.0 blockchain phone factory unlocked 4g/lte smartphone - international version",B07RC8WCM4,"htc exodus 1 128gb (gsm only, no cdma) - the native web 3.0 blockchain phone factory unlocked 4g/lte smartphone - international version",5.0,1,,,,5.6 ounces,htc exodus 1,"may 1, 2019",6 inches,1440 x 2880,smartphone,,,exodus 1,6.0,128.0
product_B07SFTKB53,"honor 8x (64gb, 4gb ram) 6.5"" hd, dual sim gsm factory unlocked smartphone - us + global 4g lte international version jsn-l23 (blue)",B07SFTKB53,"honor 8x (64gb, 4gb ram) 6.5"" hd, dual sim gsm factory unlocked smartphone - us + global 4g lte international version jsn-l23 (blue)",4.5,79,,,15.99 x 8.99 x 1 inches,0.64 grams,jsn-l23,"january 4, 2019",6.5 inches,,,,,honor 8x,,64.0
product_B07ZH2TKXP,"unlocked smartphones,oukitel ok6000 plus 64gb octa core 7.0 android phone,dual sim unlocked cell phones with 5.5"" fhd 6080mah big battery 16mp+8mp camera,fingerprint-black",B07ZH2TKXP,"unlocked smartphones,oukitel ok6000 plus 64gb octa core 7.0 android phone,dual sim unlocked cell phones with 5.5"" fhd 6080mah big battery 16mp+8mp camera,fingerprint-black",2.7,13,,,,16 ounces,,"october 23, 2019",5.5 inches,1920 x 1080,smartphone,android 7.0,,ok6000 plus,,64.0
product_B01MRXVHZV,moto g plus (4th gen.) unlocked - black - 16gb - u.s. (certified refurbished),B01MRXVHZV,moto g plus (4th gen.) unlocked - black - 16gb - u.s. (certified refurbished),3.9,15,,black,6 x 0.4 x 3 inches,11.2 ounces,xt1644,"december 15, 2016",5.5 inches,,,,,moto g plus,,16.0
product_B0947FSM2V,palm power bundle phone pvg100 (unlocked phone) 32gb memory and 12mp camera + qmadix 2500mah keychain battery + tempered screen protector + us mobile sim card,B0947FSM2V,palm power bundle phone pvg100 (unlocked phone) 32gb memory and 12mp camera + qmadix 2500mah keychain battery + tempered screen protector + us mobile sim card,3.6,10,,,,1.39 pounds,,"may 5, 2021",3.3 inches,,smartphone,android,,pvg100,,32.0
product_B09PMJ5R85,"samsung galaxy s21 fe 5g cell phone, factory unlocked android smartphone, 128gb, olive with $100 amazon.com gift card",B09PMJ5R85,"samsung galaxy s21 fe 5g cell phone, factory unlocked android smartphone, 128gb, olive with $100 amazon.com gift card",4.5,2,,olive,,,,"january 11, 2022",,,smartphone,,,,,128.0
product_B07N6J7T2V,blu studio x8 hd -gsm unlocked smartphone -white,B07N6J7T2V,blu studio x8 hd -gsm unlocked smartphone -white,3.9,614,,white,,,,,5 inches,,,android,,studio x8,,8.0
product_B000KJNWME,palmone treo 680 unlocked gsm pda smartphone with mp3 and u.s. warranty - silver,B000KJNWME,palmone treo 680 unlocked gsm pda smartphone with mp3 and u.s. warranty - silver,3.6,18,,silver,,1.98 pounds,1049eu,,,,smartphone,,,,,8.0
product_B08FTLV7DF,"samsung galaxy note 20 n980f/ds, 4g lte, international version (no us warranty), 256gb, mystic green - gsm unlocked",B08FTLV7DF,"samsung galaxy note 20 n980f/ds, 4g lte, international version (no us warranty), 256gb, mystic green - gsm unlocked",4.2,124,619.99,mystic green,6 x 4 x 2 inches,0.176 ounces,sm-n980f/ds,"august 13, 2020",6.7 inches,2400 x 1080,slate,android 10.0,amoled,note 20,8.0,256.0
product_B07QZH7KB9,huawei y7 2019 dub-lx3 32gb unlocked gsm phone w/ dual 13mp + 2mp camera - midnight black (renewed),B07QZH7KB9,huawei y7 2019 dub-lx3 32gb unlocked gsm phone w/ dual 13mp + 2mp camera - midnight black (renewed),5.0,4,,midnight black,6.22 x 2.99 x 0.39 inches,5.8 ounces,,"april 19, 2019",6.26 inches,,,android,,y7 2019,3.0,32.0
product_B01N1Q4OMO,long cz t3 smallest long standby mini tiny mobile cell phone bluetooth dialer 0.66 inch mp3 sms voice changer with vibrate function (black),B01N1Q4OMO,long cz t3 smallest long standby mini tiny mobile cell phone bluetooth dialer 0.66 inch mp3 sms voice changer with vibrate function (black),3.6,49,,black,2.76 x 0.47 x 0.91 inches,0.8 ounces,t3,"november 10, 2018",0.66 inches,,brick,,oled,long cz t3,,16.0
product_B07P97BN1L,"plum gator 5 - rugged phone unlocked 3g gsm 5.2"" display water shock proof ip68 military grade 16+2 gb memory",B07P97BN1L,"plum gator 5 - rugged phone unlocked 3g gsm 5.2"" display water shock proof ip68 military grade 16+2 gb memory",3.5,14,,black,7 x 4 x 1.5 inches,14.4 ounces,z519blk,"january 9, 2019",5.2 inches,,,android,,gator 5,,64.0
product_B00HD9BI7K,ulefone u658 smartphone 6.42'' hd screen mtk6582 quad core android 4.2 1gb 8gb 3g gps black by ifancy,B00HD9BI7K,ulefone u658 smartphone 6.42'' hd screen mtk6582 quad core android 4.2 1gb 8gb 3g gps black by ifancy,5.0,2,,black,,,,"december 17, 2013",6.42 inches,1280 x 720,smartphone,android 4.2,lcd,,,8.0
product_B09NQZJ4VY,"ulefone 7700mah battery android smartphone, note 12p android 11 octa-core 4gb + 64gb cell phone, 6.82"" hd+ big screen, 13mp triple rear camera + 8mp front camera, dual sim 4g unlocked phone",B09NQZJ4VY,"ulefone 7700mah battery android smartphone, note 12p android 11 octa-core 4gb + 64gb cell phone, 6.82"" hd+ big screen, 13mp triple rear camera + 8mp front camera, dual sim 4g unlocked phone",3.7,218,99.99,note 12p black,,1.12 pounds,ulefone note 12p,"october 19, 2021",6.82 inches,,smartphone,android 11.0,,ulefone note 12p,4.0,64.0
product_B07ZRV21ST,cat caterpillar s52 dual-sim 64gb + 4gb ram ip68 rugged (gsm only | no cdma) factory unlocked 4g/lte smartphone (black),B07ZRV21ST,cat caterpillar s52 dual-sim 64gb + 4gb ram ip68 rugged (gsm only | no cdma) factory unlocked 4g/lte smartphone (black),4.1,186,,black,6.22 x 3.02 x 0.38 inches,7.4 ounces,cs52-dab-roe-en,"november 14, 2019",5.65 inches,720 x 1520,smartphone,android 9.0,led,s52,4.0,4.0
product_B09Y5MYFF8,"xgody el 6c cell phones unlocked smartphones, 2022 android phone, 4g smartphones with free dual sim quad core, 5.5 inch ips full-screen dual sim slot, face recognition (blue)",B09Y5MYFF8,"xgody el 6c cell phones unlocked smartphones, 2022 android phone, 4g smartphones with free dual sim quad core, 5.5 inch ips full-screen dual sim slot, face recognition (blue)",3.4,7,,blue,6.32 x 2.85 x 0.31 inches,0.014 ounces,xgody3,"april 18, 2022",5.5 inches,960 x 480,smartphone,android,,el 6c,,16.0
product_B01N1WQ3PE,kata i5-5-inch super hd ips octa core international unlocked smartphone android 6.0 - super slim super hd 1.3 ghz dual sim card 4g 13mp camera (gray),B01N1WQ3PE,kata i5-5-inch super hd ips octa core international unlocked smartphone android 6.0 - super slim super hd 1.3 ghz dual sim card 4g 13mp camera (gray),3.5,11,349.99,gray,5.65 x 2.82 x 0.37 inches,5.5 ounces,i5,"december 25, 2016",5 inches,1280 x 720,smartphone,android 6.0,"lcd, led",,,16.0
product_B07WYCVZ6F,"peedeu unlocked flip cell phone,dual sim dual standby touch phone,dual screen with camera,big button hearing aids compatible easy-to-use basic flip mobile phone for seniors,kids,young people",B07WYCVZ6F,"peedeu unlocked flip cell phone,dual sim dual standby touch phone,dual screen with camera,big button hearing aids compatible easy-to-use basic flip mobile phone for seniors,kids,young people",2.4,11,,yellow&black,5.51 x 3.54 x 2.56 inches,14.4 ounces,,"august 23, 2019",3.5 inches,,,,,x9,,8.0
product_B09FZSR9N5,motorola edge | 2021 | 2-day battery | unlocked | made for us by motorola | 8/256gb | 108mp camera | nebula blue (renewed),B09FZSR9N5,motorola edge | 2021 | 2-day battery | unlocked | made for us by motorola | 8/256gb | 108mp camera | nebula blue (renewed),3.5,108,214.99,blue,6.65 x 2.98 x 0.35 inches,200 grams,edge 5g (2021),"september 11, 2021",6.8 inches,,,android 11.0,,edge 5g (2021),,256.0
product_B08T6NXL8Y,"moto g9 power 2021 (64gb, 4gb) 6.8"" hd+, snapdragon 662, 6000mah, 64mp triple camera, dual sim gsm unlocked global 4g lte international model xt2091 (64gb sd bundle, electric violet) (renewed)",B08T6NXL8Y,"moto g9 power 2021 (64gb, 4gb) 6.8"" hd+, snapdragon 662, 6000mah, 64mp triple camera, dual sim gsm unlocked global 4g lte international model xt2091 (64gb sd bundle, electric violet) (renewed)",3.5,33,,electric violet,6 x 4 x 2 inches,14.9 ounces,,"may 25, 2021",6.78 inches,1280 x 720,,android 10.0,,,4.0,64.0
product_B0891N7FG5,"blu g70-6.4” infinity dot display, 32gb+2gb ram - green (renewed)",B0891N7FG5,"blu g70-6.4” infinity dot display, 32gb+2gb ram - green (renewed)",3.0,4,,green,,13 ounces,,"may 21, 2020",6.4 inches,,,android 9.0,led,,,32.0
product_B004CGS67M,sony ericsson vivaz u5i (pink) unlocked international touch screen gsm phone + 8gb card,B004CGS67M,sony ericsson vivaz u5i (pink) unlocked international touch screen gsm phone + 8gb card,3.0,3,,pink,,12.8 ounces,vivaz u5i,"november 15, 2010",3.2 inches,,smartphone,nokia_symbian,"lcd, led",vivaz u5i,,8.0
product_B09YTD2RDX,"samsung galaxy a13 (sm-a135f/ds) dual sim,128 gb 4gb ram, factory unlocked gsm, international version - no warranty - (black)",B09YTD2RDX,"samsung galaxy a13 (sm-a135f/ds) dual sim,128 gb 4gb ram, factory unlocked gsm, international version - no warranty - (black)",4.0,136,184.5,black,,0.176 ounces,sm-a135fzkhxsp,"april 25, 2022",6.6 inches,720 x 1600,slate,android 12.0,lcd,samsung galaxy a13,,128.0
product_B01N98XMQM,rugged smartphone ip68 dual sim 4.5 inch andriod 5.1 quad core 2gb ram 16gb rom (yellow),B01N98XMQM,rugged smartphone ip68 dual sim 4.5 inch andriod 5.1 quad core 2gb ram 16gb rom (yellow),3.7,3,,yellow,5.75 x 2.95 x 0.77 inches,8.7 ounces,,"november 23, 2016",4.5 inches,960 x 540,smartphone,android 5.1,,,2.0,16.0
product_B09FC9VYPW,asus rog phone 5s zs676ks 5g dual 256gb 12gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) international version - black,B09FC9VYPW,asus rog phone 5s zs676ks 5g dual 256gb 12gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) international version - black,3.2,10,559.0,black,6.7 x 3 x 0.4 inches,0.176 ounces,zs673ks,"april 23, 2021",6.78 inches,,foldable case,android 10.0,,rog phone 5s,,12.0
product_B07QPCG152,huawei p30 pro 256gb 8gb ram (vog-l29) international version - breathing crystal,B07QPCG152,huawei p30 pro 256gb 8gb ram (vog-l29) international version - breathing crystal,4.2,42,,,0.33 x 6.22 x 2.89 inches,,,"april 12, 2019",6.47 inches,,smartphone,,oled,p30 pro,8.0,8.0
product_B08HBM9SQY,samsung galaxy z fold2 5g 12gb + 256gb sm-f916u1 single sim only factory unlocked gsm us version- mystic bronze (ships after 09/18),B08HBM9SQY,samsung galaxy z fold2 5g 12gb + 256gb sm-f916u1 single sim only factory unlocked gsm us version- mystic bronze (ships after 09/18),5.0,1,,metallic,7.87 x 1.97 x 0.79 inches,,sm-f916w,"august 10, 2020",3.6 inches,,slate,android 12.0,amoled,sm-f916u1,,256.0
product_B08FBVVYJP,"uleway flip cell phone 3g unlocked, 2.4""+ 1.8"" dual display,big button dual sim senior cell phone,large volume &sos key feature phone for seniors att compatibility(blue)",B08FBVVYJP,"uleway flip cell phone 3g unlocked, 2.4""+ 1.8"" dual display,big button dual sim senior cell phone,large volume &sos key feature phone for seniors att compatibility(blue)",3.5,204,,blue1,,3.63 ounces,,"august 6, 2020",1.8 inches,240 x 320,flip,,led,w340d,,128.0
product_B001E2AGCU,lg me770 unlocked phone with 2 mp camera and media player-international version with no warranty (silver),B001E2AGCU,lg me770 unlocked phone with 2 mp camera and media player-international version with no warranty (silver),3.2,20,,silver,4.1 x 1.8 x 0.4 inches,4.4 pounds,me770,"august 8, 2008",,,candy-bar,,lcd,,,
product_B00AA6WVB0,"blu samba jr plus q53i unlocked gsm phone with dual sim, 1.3mp camera, qwerty keypad, fm radio, social networking and microsd slot - green",B00AA6WVB0,"blu samba jr plus q53i unlocked gsm phone with dual sim, 1.3mp camera, qwerty keypad, fm radio, social networking and microsd slot - green",2.7,10,,green,3.9 x 0.5 x 2.2 inches,1.6 ounces,q53i,"november 12, 2012",1.8 inches,,,,,,,
product_B08S1TLPKB,"lg v60 thinq 5g lm-v600am 128gb gsm unlocked 6.8"" p-oled displaytriple 64mp+13mp+0.3mp camera phone classy blue",B08S1TLPKB,"lg v60 thinq 5g lm-v600am 128gb gsm unlocked 6.8"" p-oled displaytriple 64mp+13mp+0.3mp camera phone classy blue",4.0,701,379.95,classy blue,6.67 x 3.06 x 0.35 inches,14.9 ounces,lm-v600am,"november 25, 2020",6.8 inches,2460 x 1080,,android 10.0,oled,lg v60 thinq,3.0,8.0
product_B000TF0IIA,"motorola w385 phone (verizon wireless, phone only, no service)",B000TF0IIA,"motorola w385 phone (verizon wireless, phone only, no service)",3.0,23,,black,3.9 x 1.8 x 0.71 inches,108.19 grams,motorola w385,"july 9, 2007",,,,,,,,
product_B07MG5FRFM,"motorola moto e5 play (16gb) 5.2"" hd display, 4g lte (gsm) factory unlocked (gsm) smartphone, black (renewed)",B07MG5FRFM,"motorola moto e5 play (16gb) 5.2"" hd display, 4g lte (gsm) factory unlocked (gsm) smartphone, black (renewed)",3.8,95,90.0,black,5.95 x 0.35 x 2.91 inches,3.52 ounces,unlocked,"january 11, 2019",5.2 inches,,smartphone,android 8.0,led,motorola moto e5 play,2.0,16.0
product_B01FSV8782,lg stylo 2 prepaid carrier locked - retail packaging (boost),B01FSV8782,lg stylo 2 prepaid carrier locked - retail packaging (boost),4.2,936,89.99,silver,6.1 x 0.29 x 3.13 inches,14.4 ounces,lgls775abb,"may 17, 2016",5.7 inches,1920 x 1080,smartphone,android 6.0,lcd,stylo 2,16.0,16.0
product_B09MSWPBN9,"poco, llc poco x3 pro (256gb, 8gb) 6.67in 120hz, snapdragon 860, 48mp 4k quad camera, dual sim gsm factory unlocked - us & global 4g lte international version (w/fast car charger, frost blue)",B09MSWPBN9,"poco, llc poco x3 pro (256gb, 8gb) 6.67in 120hz, snapdragon 860, 48mp 4k quad camera, dual sim gsm factory unlocked - us & global 4g lte international version (w/fast car charger, frost blue)",4.0,28,,frost blue,6 x 4 x 2 inches,1.35 pounds,,"january 1, 2021",6.67 inches,2400 x 1080,,,,poco x3 pro,8.0,256.0
product_B09WD7D518,"agm glory se rugged smartphone unlocked, rugged phone, snapdragon 480 5g rugged smartphone, rugged cell phone 6.53"" fhd+, loud speaker 6200mah battery ip68/ip69k, 8g+128g dual-led torch/nfc/gps/black",B09WD7D518,"agm glory se rugged smartphone unlocked, rugged phone, snapdragon 480 5g rugged smartphone, rugged cell phone 6.53"" fhd+, loud speaker 6200mah battery ip68/ip69k, 8g+128g dual-led torch/nfc/gps/black",2.8,9,399.99,black,,,,,6.53 inches,,,android 11.0,,glory g1 se,,128.0
product_B0778VNP4D,oneplus 5 a5000 8gb ram / 128gb slate gray factory unlocked usa version,B0778VNP4D,oneplus 5 a5000 8gb ram / 128gb slate gray factory unlocked usa version,4.0,5,,,7 x 3.75 x 2.25 inches,15.2 ounces,oneplus 5 a5000,"january 15, 2018",5.5 inches,1920 x 1080,smartphone,,amoled,oneplus 5,,128.0
product_B00713IW7C,"blu q51 green samba jr unlocked quad-band dual sim phone with qwerty keypad, fm radio and mp3 player - us warranty",B00713IW7C,"blu q51 green samba jr unlocked quad-band dual sim phone with qwerty keypad, fm radio and mp3 player - us warranty",2.3,5,,green,4.13 x 0.6 x 2.3 inches,0.3 pounds,q51 green,"january 14, 2011",,,bar,,lcd,,,
product_B07PF1B7JT,google pixel 3 128gb - clearly white (renewed),B07PF1B7JT,google pixel 3 128gb - clearly white (renewed),3.7,3,,,10 x 7 x 3 inches,,,"march 8, 2019",5.5 inches,1080 x 2160,smartphone,android,oled,pixel 3,,128.0
product_B0BMDQVK4M,google pixel 6a - 5g android phone - unlocked smartphone with 12 megapixel camera and 24-hour battery - sage (renewed),B0BMDQVK4M,google pixel 6a - 5g android phone - unlocked smartphone with 12 megapixel camera and 24-hour battery - sage (renewed),2.1,2,,sage,6.1 x 3 x 0.4 inches,6.3 ounces,,"november 14, 2022",6.1 inches,,smartphone,android 12.0,,pixel 6a,,128.0
product_B01B8VEUVY,"k7 case, tribute 5 case, townshop mint soft tpu skin s line design cover for lg k7, lg tribute 5",B01B8VEUVY,"k7 case, tribute 5 case, townshop mint soft tpu skin s line design cover for lg k7, lg tribute 5",3.2,6,,x009,,0.634 ounces,,"october 11, 2016",,,bumper,,,,,
product_B09MRZHY4R,"ashata unlocked android smartphone cellphone 6.26in full hd waterdrop screen, 2g/3g cellphone, camera front 2mp rear 2mp, 1gb + 8gb + 128gb extended memory, 1950mah fast charging (gold)",B09MRZHY4R,"ashata unlocked android smartphone cellphone 6.26in full hd waterdrop screen, 2g/3g cellphone, camera front 2mp rear 2mp, 1gb + 8gb + 128gb extended memory, 1950mah fast charging (gold)",2.8,82,93.09,gold,,12.6 ounces,,"november 30, 2021",6.3 inches,480 x 1014,smartphone,android 8.1,,ip12 pro+,,8.0
product_B08PVXTDCK,"samsung galaxy note 10 n970u, 256gb, aura glow - locked for at&t - (renewed)",B08PVXTDCK,"samsung galaxy note 10 n970u, 256gb, aura glow - locked for at&t - (renewed)",3.6,27,247.25,multicolor,7 x 5 x 4 inches,1 pounds,galaxy note 10,"december 7, 2020",,,slate,android,amoled,note 10,,256.0
product_B09CVSKQGT,"samsung galaxy a02 (a022m) 32gb dual sim, gsm unlocked, (cdma verizon/sprint not supported) smartphone international version no warranty (black)",B09CVSKQGT,"samsung galaxy a02 (a022m) 32gb dual sim, gsm unlocked, (cdma verizon/sprint not supported) smartphone international version no warranty (black)",5.0,3,,black,,,,"august 17, 2021",6.52 feet,1280 x 720,slate,android 10.0,,a02,,32.0
product_B01LXLGYSJ,tracfone samsung galaxy j1 luna 4g lte prepaid smartphone,B01LXLGYSJ,tracfone samsung galaxy j1 luna 4g lte prepaid smartphone,4.1,122,,black,5.2 x 0.36 x 2.7 inches,6.4 ounces,tfsas120vcp,"august 10, 2016",4.5 inches,480x800,smartphone,android,amoled,galaxy j1 luna,,32.0
product_B08V9GHM4D,"tcl 10se 4g lte volte 128gb factory unlocked gsm triple camera 48mp octacore worldwide (no cdma verizon/boost) (silver, 128gb+4gb ram)",B08V9GHM4D,"tcl 10se 4g lte volte 128gb factory unlocked gsm triple camera 48mp octacore worldwide (no cdma verizon/boost) (silver, 128gb+4gb ram)",4.2,25,,silver,6.39 x 2.98 x 0.33 inches,13.4 ounces,,"january 27, 2021",6.52 inches,1280 x 720,smartphone,android 10.0,"lcd, led",t766j,4.0,128.0
product_B073J4MS1M,"plum optimax tablet phablet smart phone 4g gsm 7"" display unlocked android 6.0 dual camera quad core gps dual sim - gray",B073J4MS1M,"plum optimax tablet phablet smart phone 4g gsm 7"" display unlocked android 6.0 dual camera quad core gps dual sim - gray",3.3,127,,gray,7.4 x 0.39 x 4.25 inches,1.2 pounds,z709gray,"july 1, 2017",,600x1024,smartphone,,,,,
product_B088NFQDSH,total wireless samsung galaxy a01 4g lte prepaid smartphone - black - 16gb - sim card included -cdma,B088NFQDSH,total wireless samsung galaxy a01 4g lte prepaid smartphone - black - 16gb - sim card included -cdma,4.3,1397,79.99,black,6.75 x 2.5 x 10.38 inches,5.3 ounces,twsas111dcp,"june 12, 2020",5.7 inches,,smartphone,android 10.0,,galaxy a01,2.0,16.0
product_B00028YSDK,sony ericsson t637 phone (at&t),B00028YSDK,sony ericsson t637 phone (at&t),3.0,36,,black,,12.8 ounces,,"february 7, 2012",,128 x 160,,,lcd,,,
product_B07DN5XSKV,"asus zenfone 5z (zs620kl) 6.2 inchs with 6gb ram / 64gb storage, (gsm only, no cdma) factory unlocked international version no-warranty cell phone (meteor silver)",B07DN5XSKV,"asus zenfone 5z (zs620kl) 6.2 inchs with 6gb ram / 64gb storage, (gsm only, no cdma) factory unlocked international version no-warranty cell phone (meteor silver)",4.2,21,,meteor silver,6.02 x 2.98 x 0.3 inches,0.36 pounds,zs620kl,"june 10, 2018",6.2 inches,,,android 8.0,,zenfone 5z,,64.0
