id,label,key,value,label,numeric_value,unit
spec_phone_standby_time_with_data_75hours,phone standby time (with data): 75 hours,phone_standby_time_with_data,75 hours,phone standby time (with data),75.0,h
spec_package_dimensions_62x45x2inches,package dimensions: 6.2 x 4.5 x 2 inches,package_dimensions,6.2 x 4.5 x 2 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed768climatepledgefriendlyelectronics1894,"best sellers rank: {'amazon renewed': 768, 'climate pledge friendly: electronics': 1894}",best_sellers_rank,"{'amazon renewed': 768, 'climate pledge friendly: electronics': 1894}",best sellers rank,,
spec_gps_withagpsglonassgalileobds,"gps: with a-gps, glonass, galileo, bds",gps,"with a-gps, glonass, galileo, bds",gps,,
spec_battery_power_rating_2600megabitspersecond,battery power rating: 2600 megabits per second,battery_power_rating,2600 megabits per second,battery power rating,,
spec_battery_capacity_4000amphours,battery capacity: 4000 amp hours,battery_capacity,4000 amp hours,battery capacity,,
spec_charging_time_8hours,charging time: 8 hours,charging_time,8 hours,charging time,8.0,h
spec_os_androidosv442kitkat,"os: android os, v4.4.2 (kitkat)",os,"android os, v4.4.2 (kitkat)",os,,
spec_special_features_bluetoothenableddualcamerasmartphonetouchscreenletquadband,"special features: bluetooth-enabled, dual-camera, smartphone, touchscreen, let, quad-band",special_features,"bluetooth-enabled, dual-camera, smartphone, touchscreen, let, quad-band",special features,,
spec_other_camera_features_primary8mp3264x2448pixelsautofocusledflashgeotaggingtouchfocusimagestabilizationfacedetectionhdrvideo1080p30fpssecondary2mp,"other camera features: primary: 8 mp, 3264 x 2448 pixels, autofocus, led flash, geo-tagging, touch focus, image stabilization, face detection, hdr, video 1080p@30fps|secondary: 2 mp",other_camera_features,"primary: 8 mp, 3264 x 2448 pixels, autofocus, led flash, geo-tagging, touch focus, image stabilization, face detection, hdr, video 1080p@30fps|secondary: 2 mp",other camera features,,
spec_package_dimensions_6x35x2inches,package dimensions: 6 x 3.5 x 2 inches,package_dimensions,6 x 3.5 x 2 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed18177climatepledgefriendlyelectronics6883,"best sellers rank: {'amazon renewed': 18177, 'climate pledge friendly: electronics': 6883}",best_sellers_rank,"{'amazon renewed': 18177, 'climate pledge friendly: electronics': 6883}",best sellers rank,,
spec_os_tizen,os: tizen,os,tizen,os,,
spec_special_features_gsm,special features: gsm,special_features,gsm,special features,,
spec_weight_56grams,weight: 56 grams,weight,56 grams,weight,56.0,g
spec_special_feature_gsm,special feature: gsm,special_feature,gsm,special feature,,
spec_package_dimensions_62x41x18inches,package dimensions: 6.2 x 4.1 x 1.8 inches,package_dimensions,6.2 x 4.1 x 1.8 inches,package dimensions,,
spec_weight_5646ounces,weight: 56.46 ounces,weight,56.46 ounces,weight,56.46,oz
spec_special_features_touchscreendualsimquadbandcamerasmartphone,"special features: touchscreen, dual-sim, quad-band, camera, smartphone",special_features,"touchscreen, dual-sim, quad-band, camera, smartphone",special features,,
spec_battery_power_rating_3430milliamphours,battery power rating: 3430 milliamp hours,battery_power_rating,3430 milliamp hours,battery power rating,,
spec_package_dimensions_69x35x24inches,package dimensions: 6.9 x 3.5 x 2.4 inches,package_dimensions,6.9 x 3.5 x 2.4 inches,package dimensions,,
spec_package_dimensions_728x39x197inches,package dimensions: 7.28 x 3.9 x 1.97 inches,package_dimensions,7.28 x 3.9 x 1.97 inches,package dimensions,,
spec_package_dimensions_10x65x252inches,package dimensions: 10 x 6.5 x 2.52 inches,package_dimensions,10 x 6.5 x 2.52 inches,package dimensions,,
spec_package_dimensions_43x25x22inches,package dimensions: 4.3 x 2.5 x 2.2 inches,package_dimensions,4.3 x 2.5 x 2.2 inches,package dimensions,,
spec_package_dimensions_53x32x23inches,package dimensions: 5.3 x 3.2 x 2.3 inches,package_dimensions,5.3 x 3.2 x 2.3 inches,package dimensions,,
spec_weight_1884grams,weight: 188.4 grams,weight,188.4 grams,weight,188.4,g
spec_special_features_waterresistanttouchscreencameralte,"special features: water-resistant, touchscreen, camera, lte",special_features,"water-resistant, touchscreen, camera, lte",special features,,
spec_best_sellers_rank_amazonrenewed38168climatepledgefriendlyelectronics9997,"best sellers rank: {'amazon renewed': 38168, 'climate pledge friendly: electronics': 9997}",best_sellers_rank,"{'amazon renewed': 38168, 'climate pledge friendly: electronics': 9997}",best sellers rank,,
spec_os_androidandroid70android71,"os: android; android 7.0, android 7.1",os,"android; android 7.0, android 7.1",os,,
spec_battery_capacity_3900milliamphours,battery capacity: 3900 milliamp hours,battery_capacity,3900 milliamp hours,battery capacity,,
spec_best_sellers_rank_amazonrenewed6594climatepledgefriendlyelectronics4460,"best sellers rank: {'amazon renewed': 6594, 'climate pledge friendly: electronics': 4460}",best_sellers_rank,"{'amazon renewed': 6594, 'climate pledge friendly: electronics': 4460}",best sellers rank,,
spec_package_dimensions_97x65x32inches,package dimensions: 9.7 x 6.5 x 3.2 inches,package_dimensions,9.7 x 6.5 x 3.2 inches,package dimensions,,
spec_package_dimensions_51x51x36inches,package dimensions: 5.1 x 5.1 x 3.6 inches,package_dimensions,5.1 x 5.1 x 3.6 inches,package dimensions,,
spec_standing_screen_display_size_39inches,standing screen display size: 3.9 inches,standing_screen_display_size,3.9 inches,standing screen display size,3.9,inch
spec_package_dimensions_115x875x05inches,package dimensions: 11.5 x 8.75 x 0.5 inches,package_dimensions,11.5 x 8.75 x 0.5 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed19282climatepledgefriendlyelectronics7153,"best sellers rank: {'amazon renewed': 19282, 'climate pledge friendly: electronics': 7153}",best_sellers_rank,"{'amazon renewed': 19282, 'climate pledge friendly: electronics': 7153}",best sellers rank,,
spec_package_dimensions_58x3x3inches,package dimensions: 5.8 x 3 x 3 inches,package_dimensions,5.8 x 3 x 3 inches,package dimensions,,
spec_ram_001gb,ram: 0.01 gb,ram,0.01 gb,ram,0.01,gb
spec_memory_storage_capacity_001gb,memory storage capacity: 0.01 gb,memory_storage_capacity,0.01 gb,memory storage capacity,0.01,gb
spec_special_features_fastchargingsupportexpandablememoryfaceunlockoctacoreprocessorfingerprintsensor,"special features: fast charging support, expandable memory, face unlock, octa core processor, fingerprint sensor",special_features,"fast charging support, expandable memory, face unlock, octa core processor, fingerprint sensor",special features,,
spec_weight_2044grams,weight: 204.4 grams,weight,204.4 grams,weight,204.4,g
spec_package_dimensions_661x346x213inches,package dimensions: 6.61 x 3.46 x 2.13 inches,package_dimensions,6.61 x 3.46 x 2.13 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed64417climatepledgefriendlyelectronics11866,"best sellers rank: {'amazon renewed': 64417, 'climate pledge friendly: electronics': 11866}",best_sellers_rank,"{'amazon renewed': 64417, 'climate pledge friendly: electronics': 11866}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed43185climatepledgefriendlyelectronics10555,"best sellers rank: {'amazon renewed': 43185, 'climate pledge friendly: electronics': 10555}",best_sellers_rank,"{'amazon renewed': 43185, 'climate pledge friendly: electronics': 10555}",best sellers rank,,
spec_package_dimensions_46x41x22inches,package dimensions: 4.6 x 4.1 x 2.2 inches,package_dimensions,4.6 x 4.1 x 2.2 inches,package dimensions,,
spec_other_camera_features_315mpcamera,other camera features: 3.15 mp camera,other_camera_features,3.15 mp camera,other camera features,,
spec_standing_screen_display_size_1643inches,standing screen display size: 16.43 inches,standing_screen_display_size,16.43 inches,standing screen display size,16.43,inch
spec_gps_gpsagpsglonassbds,gps: gps/agps/glonass/bds,gps,gps/agps/glonass/bds,gps,,
spec_weight_172grams,weight: 172 grams,weight,172 grams,weight,172.0,g
spec_os_webos,os: webos,os,webos,os,,
spec_resolution_1440x3040,resolution: 1440 x 3040,resolution,1440 x 3040,resolution,,
spec_best_sellers_rank_amazonrenewed21615climatepledgefriendlyelectronics7628,"best sellers rank: {'amazon renewed': 21615, 'climate pledge friendly: electronics': 7628}",best_sellers_rank,"{'amazon renewed': 21615, 'climate pledge friendly: electronics': 7628}",best sellers rank,,
spec_phone_talk_time_41hours,phone talk time: 41 hours,phone_talk_time,41 hours,phone talk time,41.0,h
spec_weight_175grams,weight: 175 grams,weight,175 grams,weight,175.0,g
spec_package_dimensions_925x657x358inches,package dimensions: 9.25 x 6.57 x 3.58 inches,package_dimensions,9.25 x 6.57 x 3.58 inches,package dimensions,,
spec_os_android60android44,"os: android 6.0, android 4.4",os,"android 6.0, android 4.4",os,,
spec_manufacturer_part_number_t177,manufacturer part number: t177,manufacturer_part_number,t177,manufacturer part number,,
spec_resolution_1560x720,resolution: 1560 x 720,resolution,1560 x 720,resolution,,
spec_human_interface_input_mouse,human interface input: mouse,human_interface_input,mouse,human interface input,,
spec_weight_282grams,weight: 282 grams,weight,282 grams,weight,282.0,g
spec_resolution_272x480,resolution: 272 x 480,resolution,272 x 480,resolution,,
spec_resolution_720x15201920x1080,"resolution: 720 x 1520, 1920 x 1080",resolution,"720 x 1520, 1920 x 1080",resolution,,
spec_special_features_bluetoothenableddualsimquadcoreprocessorfingerprintsensorbuiltingps,"special features: bluetooth enabled, dual sim, quad-core processor, fingerprint sensor, built-in gps",special_features,"bluetooth enabled, dual sim, quad-core processor, fingerprint sensor, built-in gps",special features,,
spec_resolution_480x960,resolution: 480 x 960,resolution,480 x 960,resolution,,
spec_special_features_dualcamerasmartphoneexpandablememorydualsimoctacoreprocessor,"special features: dual-camera, smartphone, expandable-memory, dual-sim, octa-core-processor",special_features,"dual-camera, smartphone, expandable-memory, dual-sim, octa-core-processor",special features,,
spec_weight_21ounces,weight: 2.1 ounces,weight,2.1 ounces,weight,2.1,oz
spec_package_dimensions_7x53x14inches,package dimensions: 7 x 5.3 x 1.4 inches,package_dimensions,7 x 5.3 x 1.4 inches,package dimensions,,
spec_other_camera_features_primarycamera5mpsecondarycamera03mp,other camera features: primary camera: 5mp|secondary camera: 0.3mp,other_camera_features,primary camera: 5mp|secondary camera: 0.3mp,other camera features,,
spec_language_germanenglish,"language: german, english",language,"german, english",language,,
spec_charging_time_102minutes,charging time: 102 minutes,charging_time,102 minutes,charging time,,
spec_phone_talk_time_580minutes,phone talk time: 580 minutes,phone_talk_time,580 minutes,phone talk time,,
spec_phone_standby_time_with_data_465hours,phone standby time (with data): 465 hours,phone_standby_time_with_data,465 hours,phone standby time (with data),465.0,h
spec_special_feature_camera,special feature: camera,special_feature,camera,special feature,,
spec_memory_storage_capacity_100gb,memory storage capacity: 100 gb,memory_storage_capacity,100 gb,memory storage capacity,100.0,gb
spec_compatible_devices_headphone,compatible devices: headphone,compatible_devices,headphone,compatible devices,,
spec_component_type_batterydisplay,"component type: battery, display",component_type,"battery, display",component type,,
spec_best_sellers_rank_amazonrenewed62644climatepledgefriendlyelectronics11811,"best sellers rank: {'amazon renewed': 62644, 'climate pledge friendly: electronics': 11811}",best_sellers_rank,"{'amazon renewed': 62644, 'climate pledge friendly: electronics': 11811}",best sellers rank,,
spec_battery_capacity_2600milliamphours,battery capacity: 2600 milliamp hours,battery_capacity,2600 milliamp hours,battery capacity,,
spec_package_dimensions_6x41x26inches,package dimensions: 6 x 4.1 x 2.6 inches,package_dimensions,6 x 4.1 x 2.6 inches,package dimensions,,
spec_weight_1775grams,weight: 177.5 grams,weight,177.5 grams,weight,177.5,g
spec_special_features_smartphoneinternationallysourceddualsimtouchscreenlte,"special features: smartphone, internationally-sourced, dual-sim, touchscreen, lte",special_features,"smartphone, internationally-sourced, dual-sim, touchscreen, lte",special features,,
spec_phone_talk_time_303hours,phone talk time: 30.3 hours,phone_talk_time,30.3 hours,phone talk time,30.3,h
spec_best_sellers_rank_amazonrenewed5291climatepledgefriendlyelectronics4126,"best sellers rank: {'amazon renewed': 5291, 'climate pledge friendly: electronics': 4126}",best_sellers_rank,"{'amazon renewed': 5291, 'climate pledge friendly: electronics': 4126}",best sellers rank,,
spec_package_dimensions_764x409x205inches,package dimensions: 7.64 x 4.09 x 2.05 inches,package_dimensions,7.64 x 4.09 x 2.05 inches,package dimensions,,
spec_special_features_50mpcamera128gbstoragefastchargingsupportdualsimandroid13phone,"special features: 50mp camera, 128gb storage, fast charging support, dual sim, android 13 phone",special_features,"50mp camera, 128gb storage, fast charging support, dual sim, android 13 phone",special features,,
spec_phone_standby_time_with_data_235hours,phone standby time (with data): 235 hours,phone_standby_time_with_data,235 hours,phone standby time (with data),235.0,h
spec_memory_storage_capacity_15gb,memory storage capacity: 15 gb,memory_storage_capacity,15 gb,memory storage capacity,15.0,gb
spec_ram_memory_installed_size_15gb,ram memory installed size: 15 gb,ram_memory_installed_size,15 gb,ram memory installed size,15.0,gb
spec_package_dimensions_661x492x13inches,package dimensions: 6.61 x 4.92 x 1.3 inches,package_dimensions,6.61 x 4.92 x 1.3 inches,package dimensions,,
spec_department_unisex,department: unisex,department,unisex,department,,
spec_charging_time_125hours,charging time: 1.25 hours,charging_time,1.25 hours,charging time,1.25,h
spec_other_camera_features_5mpmaincamera2mpfrontcamera,other camera features: 5 mp main camera & 2 mp front camera,other_camera_features,5 mp main camera & 2 mp front camera,other camera features,,
spec_best_sellers_rank_amazonrenewed35676climatepledgefriendlyelectronics9685,"best sellers rank: {'amazon renewed': 35676, 'climate pledge friendly: electronics': 9685}",best_sellers_rank,"{'amazon renewed': 35676, 'climate pledge friendly: electronics': 9685}",best sellers rank,,
